Mass_1, Separation, Mass_2, Metallicity_2, Metallicity_1, Eccentricity
27.35679504546577, 53.795575873479706, 17.340453823860905, 0.0142, 0.0142, 0.0
8.857143722890287, 0.08369210033185619, 5.303865094118256, 0.0142, 0.0142, 0.0
6.5371371131154685, 11.719660330759844, 1.7637563124809836, 0.0142, 0.0142, 0.0
6.213093179589308, 34.825296756474856, 4.8598121545320385, 0.0142, 0.0142, 0.0
14.10503109130586, 0.1515434942457957, 11.299506324359646, 0.0142, 0.0142, 0.0
12.01266459441285, 0.8507534528764118, 6.7521445046003565, 0.0142, 0.0142, 0.0
6.045204700345069, 41.41514339073785, 5.904662795836234, 0.0142, 0.0142, 0.0
6.1379971224586445, 28.00174963370685, 3.941975547099884, 0.0142, 0.0142, 0.0
10.993204669895478, 0.3123257002941301, 7.497042005993468, 0.0142, 0.0142, 0.0
6.437529116447493, 4.249333914229494, 1.6011133648785765, 0.0142, 0.0142, 0.0
5.581910390501377, 0.8521823837796938, 1.6942390044457896, 0.0142, 0.0142, 0.0
5.617248947664971, 57.12862197643302, 1.159182622431639, 0.0142, 0.0142, 0.0
11.302724509505847, 0.21856150609548444, 9.423157027407115, 0.0142, 0.0142, 0.0
6.534060458261681, 0.0709562585454323, 4.001173372754922, 0.0142, 0.0142, 0.0
9.84356494684329, 0.3374520003330073, 7.578888120843632, 0.0142, 0.0142, 0.0
6.000577003774583, 15.03134200003497, 1.8624105136078752, 0.0142, 0.0142, 0.0
6.342032548701371, 0.41444048370500436, 4.2252948366274214, 0.0142, 0.0142, 0.0
7.586818441523369, 79.31969388548505, 4.290900909474911, 0.0142, 0.0142, 0.0
7.155539548304276, 0.23418479594128533, 2.522334310689249, 0.0142, 0.0142, 0.0
9.872288587389203, 9.388850444751982, 4.82085240789663, 0.0142, 0.0142, 0.0
16.633322591775958, 3.8049836803874992, 7.61409032039675, 0.0142, 0.0142, 0.0
24.832191125352384, 12.555547816621642, 6.386140206678088, 0.0142, 0.0142, 0.0
5.199979269332665, 7.5868564984024705, 1.3955923642157742, 0.0142, 0.0142, 0.0
5.120238361904128, 3.296901229984299, 2.522918905795053, 0.0142, 0.0142, 0.0
8.224675127243218, 0.07676586190894887, 2.4540807742986757, 0.0142, 0.0142, 0.0
7.290276729507654, 1.1388692545185755, 4.811545162718061, 0.0142, 0.0142, 0.0
18.394423714404244, 28.17446772088274, 5.671902096783902, 0.0142, 0.0142, 0.0
36.235767539794516, 98.51289358489775, 22.598427510983974, 0.0142, 0.0142, 0.0
6.576101856818903, 0.057364656293581444, 2.99214808762303, 0.0142, 0.0142, 0.0
6.0567041102578925, 0.22159550494435595, 3.260145566665469, 0.0142, 0.0142, 0.0
12.076551833330177, 10.788941405993427, 11.511778353149307, 0.0142, 0.0142, 0.0
14.51362602882107, 0.0841503093710175, 13.523278011095494, 0.0142, 0.0142, 0.0
8.259756655036888, 0.3405569720471373, 5.94522624103061, 0.0142, 0.0142, 0.0
13.493677124699236, 0.7902017013920841, 8.89506293074643, 0.0142, 0.0142, 0.0
5.355109059405381, 8.866856493637322, 4.524449671857449, 0.0142, 0.0142, 0.0
7.537662125661209, 0.058885027050856666, 6.798176898369735, 0.0142, 0.0142, 0.0
7.768359432401684, 6.89559964328625, 2.88000865976608, 0.0142, 0.0142, 0.0
25.00840916449348, 1.0434237371173307, 21.580670623086178, 0.0142, 0.0142, 0.0
12.075645909328546, 0.17267861041955715, 10.05142830595975, 0.0142, 0.0142, 0.0
10.604123062195505, 3.600634826844881, 4.036347147119715, 0.0142, 0.0142, 0.0
5.6444612490853405, 8.306887471085362, 1.4944634651688442, 0.0142, 0.0142, 0.0
7.995574246542057, 8.014724769036077, 2.0060895819400475, 0.0142, 0.0142, 0.0
9.024675096356727, 80.08769091262515, 7.815224978929078, 0.0142, 0.0142, 0.0
5.888390845758333, 7.231628243336412, 1.5543227959284984, 0.0142, 0.0142, 0.0
44.91901878202255, 0.2565122311654397, 39.30810810379152, 0.0142, 0.0142, 0.0
20.484489377572043, 22.5582733891494, 6.922841858031906, 0.0142, 0.0142, 0.0
9.15289903153137, 0.040885480884804704, 1.8709147254362843, 0.0142, 0.0142, 0.0
5.520444929530703, 1.2739145967738181, 2.483499416573882, 0.0142, 0.0142, 0.0
8.440492328213914, 1.6559162705801787, 7.446844233930485, 0.0142, 0.0142, 0.0
15.35315540339491, 59.65871583626545, 4.725445681183624, 0.0142, 0.0142, 0.0
5.08876201474122, 0.3103787383138105, 1.8596710930453675, 0.0142, 0.0142, 0.0
6.113033516660814, 59.97717988108509, 1.485093981502311, 0.0142, 0.0142, 0.0
5.655109995108081, 9.938867766551166, 3.632452681550572, 0.0142, 0.0142, 0.0
31.814868044407824, 66.70786762939825, 8.952020812372194, 0.0142, 0.0142, 0.0
40.447645213167576, 14.18180572557659, 12.347317393296967, 0.0142, 0.0142, 0.0
7.260062493013115, 28.23940561187314, 4.411530412207679, 0.0142, 0.0142, 0.0
5.230656944358021, 48.04906614945778, 2.495994969804581, 0.0142, 0.0142, 0.0
7.444419345844949, 0.23307061607277427, 1.9278093218761636, 0.0142, 0.0142, 0.0
6.788824784334099, 5.6004348054441095, 5.393246337064209, 0.0142, 0.0142, 0.0
14.264965720032786, 0.060680626091707414, 13.549188471970623, 0.0142, 0.0142, 0.0
33.65760089996662, 1.349106509052888, 33.41183294017775, 0.0142, 0.0142, 0.0
5.29791009589465, 6.320870487262107, 4.594769775783981, 0.0142, 0.0142, 0.0
5.327132421629183, 0.3066771260956295, 2.9931602831668487, 0.0142, 0.0142, 0.0
7.801391898802518, 0.35587841606887727, 6.05566811960162, 0.0142, 0.0142, 0.0
5.020169671481739, 0.7182322609249306, 4.0189740144380375, 0.0142, 0.0142, 0.0
5.758793607562057, 21.724084931541327, 3.839635565932266, 0.0142, 0.0142, 0.0
12.988043971984139, 0.06754407216031742, 7.657229628099161, 0.0142, 0.0142, 0.0
7.2862787377826255, 82.37121121864992, 6.599742026595226, 0.0142, 0.0142, 0.0
7.244065718337636, 0.07336877074137031, 1.9550766579122114, 0.0142, 0.0142, 0.0
5.937351947648779, 40.72781357781514, 3.519042611143376, 0.0142, 0.0142, 0.0
5.732480870356031, 0.04517885279377389, 1.5995539337941036, 0.0142, 0.0142, 0.0
8.86604135095484, 10.39678560054903, 6.369419905392612, 0.0142, 0.0142, 0.0
6.217625206633464, 49.29234528649669, 2.466494154668807, 0.0142, 0.0142, 0.0
12.718793561678284, 44.27831890241253, 12.330525511212437, 0.0142, 0.0142, 0.0
5.797800731621759, 23.900156798445156, 1.4916167740522508, 0.0142, 0.0142, 0.0
