Mass_1, Separation, Mass_2, Metallicity_2, Metallicity_1, Eccentricity
6.848620913135703, 0.07284183121553081, 3.327102128340352, 0.0142, 0.0142, 0.0
11.138909322203803, 7.534694816656967, 6.229422293762867, 0.0142, 0.0142, 0.0
10.03510481503603, 0.7893955285426983, 4.049293891018373, 0.0142, 0.0142, 0.0
5.712710082114202, 32.69502028480829, 5.6048822153136815, 0.0142, 0.0142, 0.0
24.314505267248542, 35.3091185706028, 9.282726318047326, 0.0142, 0.0142, 0.0
44.714448290492115, 0.5938517757690084, 24.64945607833755, 0.0142, 0.0142, 0.0
5.97072527983928, 0.0761043536967131, 4.508643286274597, 0.0142, 0.0142, 0.0
8.365248152544575, 14.195337042582926, 7.813646173798059, 0.0142, 0.0142, 0.0
6.449408089507944, 0.07611210542210353, 3.0467340433939856, 0.0142, 0.0142, 0.0
32.489230273576894, 3.616739751068196, 22.50805781020481, 0.0142, 0.0142, 0.0
6.853051292168343, 20.76311217195269, 2.6473984351767608, 0.0142, 0.0142, 0.0
13.64906849985929, 1.098039678508724, 7.711336934382759, 0.0142, 0.0142, 0.0
20.240309309723592, 0.5522463042622707, 18.97486684085497, 0.0142, 0.0142, 0.0
13.660547306029896, 2.448169240262912, 8.788100503548627, 0.0142, 0.0142, 0.0
21.205765741327106, 0.5264142157287145, 19.207996771283113, 0.0142, 0.0142, 0.0
8.93377883907679, 3.299072218954204, 8.640139478757252, 0.0142, 0.0142, 0.0
15.318390505702133, 5.116259448684703, 15.043736200524656, 0.0142, 0.0142, 0.0
6.559430972210453, 5.299297369881128, 1.4412801863858593, 0.0142, 0.0142, 0.0
9.117275126966483, 76.58876825802534, 6.855031796663187, 0.0142, 0.0142, 0.0
9.335485569755113, 1.378126542656766, 4.580436850384361, 0.0142, 0.0142, 0.0
7.1729541206883045, 1.5364591418854225, 3.049309781102509, 0.0142, 0.0142, 0.0
6.221769986808592, 26.217490897063968, 1.2685602008529655, 0.0142, 0.0142, 0.0
5.979326870778354, 0.0332623293909084, 4.7185996070957055, 0.0142, 0.0142, 0.0
7.335392154397542, 1.719010415588577, 1.5265731106217837, 0.0142, 0.0142, 0.0
18.779896553730698, 0.18728859286766714, 17.848606011821225, 0.0142, 0.0142, 0.0
7.170454656110387, 13.846083679871025, 3.3174853801134843, 0.0142, 0.0142, 0.0
5.215878206670294, 0.36572719816785587, 2.335835129106404, 0.0142, 0.0142, 0.0
35.9171593090571, 6.637045945429787, 18.629901619826924, 0.0142, 0.0142, 0.0
7.688573737242815, 0.20849650745513745, 6.128967298977537, 0.0142, 0.0142, 0.0
6.19703154577228, 43.287881307495056, 3.687713957311633, 0.0142, 0.0142, 0.0
9.10652282052764, 10.060203458512833, 6.44262510705915, 0.0142, 0.0142, 0.0
12.082791765965315, 13.487612190959373, 4.7668509588303865, 0.0142, 0.0142, 0.0
6.256550304072916, 0.309359612582703, 5.045286536287442, 0.0142, 0.0142, 0.0
5.25581927087221, 8.285686588675535, 1.2058060235977974, 0.0142, 0.0142, 0.0
10.813017101255445, 13.641939555679317, 8.275103700675333, 0.0142, 0.0142, 0.0
12.019584474824569, 0.12960249969375937, 6.544774176978603, 0.0142, 0.0142, 0.0
5.5395533845034555, 4.692741567067134, 2.132836257342689, 0.0142, 0.0142, 0.0
5.139646920095482, 1.186784622566854, 3.041325146668994, 0.0142, 0.0142, 0.0
25.54239249330158, 0.22900388662338036, 17.712858105257784, 0.0142, 0.0142, 0.0
32.88186046309923, 0.18829188842834343, 16.741079260717886, 0.0142, 0.0142, 0.0
12.3011650963907, 0.5384437507075397, 3.040114529826976, 0.0142, 0.0142, 0.0
7.153663254421661, 2.685352723472293, 1.803706625390628, 0.0142, 0.0142, 0.0
5.6051444993223996, 4.434306365498035, 3.851893307037722, 0.0142, 0.0142, 0.0
5.509238150076903, 2.0023075580686065, 3.4454066064099855, 0.0142, 0.0142, 0.0
8.554176334980681, 2.678077269142897, 2.1021043439237053, 0.0142, 0.0142, 0.0
15.447004580112226, 0.4207391531795195, 5.964458355305757, 0.0142, 0.0142, 0.0
35.84905898503396, 5.866137150246306, 34.22671242748376, 0.0142, 0.0142, 0.0
11.545686162217844, 3.2893108887473397, 7.315524597517231, 0.0142, 0.0142, 0.0
8.073202519706136, 0.07848017526607222, 3.9354379901435004, 0.0142, 0.0142, 0.0
5.8018709234872485, 0.10112641818768085, 1.8675549465421137, 0.0142, 0.0142, 0.0
5.196192778505782, 0.06066812841974075, 4.315766397125429, 0.0142, 0.0142, 0.0
5.053365523939108, 94.94547530352314, 3.8783921847858864, 0.0142, 0.0142, 0.0
15.449626503656203, 2.4303261118377675, 5.729301142372207, 0.0142, 0.0142, 0.0
