Mass_1, Separation, Mass_2, Metallicity_2, Metallicity_1, Eccentricity
7.937342500566267, 63.53585968585303, 6.82580561619149, 0.0142, 0.0142, 0.0
9.069507930959345, 0.2584517499030905, 2.5648005405792174, 0.0142, 0.0142, 0.0
5.943357583126835, 31.45314998154938, 2.1949144475172155, 0.0142, 0.0142, 0.0
5.749424433473272, 0.6294709202250369, 4.071915069363331, 0.0142, 0.0142, 0.0
5.922824923004721, 15.894104746974667, 3.0299005887734007, 0.0142, 0.0142, 0.0
11.290401058109666, 4.678861318811214, 7.643602394108505, 0.0142, 0.0142, 0.0
11.679615431213705, 74.71999690055499, 9.575209465444368, 0.0142, 0.0142, 0.0
19.954442223132567, 0.08139169173100216, 15.224104575118105, 0.0142, 0.0142, 0.0
5.044219805064816, 1.096699156226542, 2.052631057534465, 0.0142, 0.0142, 0.0
7.183881463838912, 0.05212779248138209, 2.150879977799883, 0.0142, 0.0142, 0.0
5.541172643656221, 0.23419405072533722, 3.052030727461302, 0.0142, 0.0142, 0.0
5.658935342553279, 7.8872125060796625, 5.606993718345518, 0.0142, 0.0142, 0.0
39.88088580006504, 7.376425525712487, 18.569209132726918, 0.0142, 0.0142, 0.0
8.434814727261374, 0.05306099822133402, 7.160506552148719, 0.0142, 0.0142, 0.0
5.513936587191352, 18.130138194847667, 2.0151192443374093, 0.0142, 0.0142, 0.0
11.503135755096915, 23.64635601694778, 5.027776551174899, 0.0142, 0.0142, 0.0
14.639871695323652, 1.137501411458641, 4.465621901906214, 0.0142, 0.0142, 0.0
8.806811096059409, 99.40417591860766, 4.326992766652052, 0.0142, 0.0142, 0.0
17.70831468682803, 0.06696109281524737, 10.912709433664881, 0.0142, 0.0142, 0.0
7.396448743302507, 3.5973563832551148, 3.3019784466445046, 0.0142, 0.0142, 0.0
10.318816968691149, 61.90413870517513, 2.7347683918141397, 0.0142, 0.0142, 0.0
7.061917548883796, 0.0620076669727428, 5.239836789800846, 0.0142, 0.0142, 0.0
7.158979320042723, 0.10864126249871994, 6.48405273732213, 0.0142, 0.0142, 0.0
34.4990024874791, 0.15897334697090276, 30.986229037699033, 0.0142, 0.0142, 0.0
11.516158380781041, 0.15741621747816772, 3.423041000156329, 0.0142, 0.0142, 0.0
21.967008595971986, 1.4058431625914223, 18.71118760395384, 0.0142, 0.0142, 0.0
6.272966065759005, 4.575553198796125, 4.750767558299919, 0.0142, 0.0142, 0.0
5.148570646546291, 10.217988425272793, 1.1876650281310344, 0.0142, 0.0142, 0.0
5.4868889283190505, 1.6391875246035439, 4.642299944599784, 0.0142, 0.0142, 0.0
14.649900783873209, 29.42439426853293, 8.37213528342236, 0.0142, 0.0142, 0.0
24.807533706589727, 0.2809299966174138, 5.185636654361626, 0.0142, 0.0142, 0.0
9.779902223854101, 0.05423783405452359, 2.584244535281883, 0.0142, 0.0142, 0.0
8.882771070267532, 0.07707220802113182, 7.7866620769066275, 0.0142, 0.0142, 0.0
6.642615704131013, 0.16504595283993945, 2.9900981868641208, 0.0142, 0.0142, 0.0
5.061021335010376, 35.666210560213166, 3.755674360209236, 0.0142, 0.0142, 0.0
5.9152720643968735, 1.6595528229861987, 3.4668167197212982, 0.0142, 0.0142, 0.0
15.000955883594656, 1.913578617966945, 8.23323814562109, 0.0142, 0.0142, 0.0
15.37288767531567, 0.7771810781623726, 11.291101286760238, 0.0142, 0.0142, 0.0
5.841013291248763, 0.047324949815519456, 2.7292180736332927, 0.0142, 0.0142, 0.0
5.52137496457744, 3.4486227765723254, 3.880895624832571, 0.0142, 0.0142, 0.0
40.146325606638676, 0.09294653110736195, 18.427351454364498, 0.0142, 0.0142, 0.0
5.120640343966158, 86.96481388574165, 4.079899511210316, 0.0142, 0.0142, 0.0
31.205299775598377, 0.20476069559465696, 31.023275018589146, 0.0142, 0.0142, 0.0
10.45343842806105, 0.31676948985882986, 9.122572532771256, 0.0142, 0.0142, 0.0
10.051081940997243, 0.1589482064748135, 3.9959844790712102, 0.0142, 0.0142, 0.0
6.608710949187606, 88.39842692997662, 5.638160763123588, 0.0142, 0.0142, 0.0
6.820753184338179, 4.4100345417758735, 6.7887134987153965, 0.0142, 0.0142, 0.0
10.067774105208176, 1.1612209136220424, 5.625642450749998, 0.0142, 0.0142, 0.0
7.41152886698625, 0.3878616620132644, 6.129149113400258, 0.0142, 0.0142, 0.0
11.228758277359251, 7.387180981906841, 10.5696341680405, 0.0142, 0.0142, 0.0
7.14570165069245, 0.05352180943919355, 2.4464248132177486, 0.0142, 0.0142, 0.0
5.520939275184426, 0.033859380041576057, 3.43460908336783, 0.0142, 0.0142, 0.0
8.933123176438514, 0.27592788870798235, 3.0528733673073303, 0.0142, 0.0142, 0.0
8.81985058819826, 4.838008664695881, 8.680936732721449, 0.0142, 0.0142, 0.0
15.21706908104682, 1.0552118282891805, 13.926170146982273, 0.0142, 0.0142, 0.0
10.892621189175022, 77.23620822445143, 8.804597361719425, 0.0142, 0.0142, 0.0
5.664858961723691, 0.34622270036545566, 2.414083312686502, 0.0142, 0.0142, 0.0
22.291810300112537, 36.13104099885097, 13.217467492854498, 0.0142, 0.0142, 0.0
14.798587260803611, 57.11686392308594, 12.580566603117678, 0.0142, 0.0142, 0.0
10.87230674070844, 7.996208928147836, 3.0509011850118917, 0.0142, 0.0142, 0.0
5.454530698098439, 1.3526840266609446, 4.195103906165284, 0.0142, 0.0142, 0.0
5.65914601677753, 6.202661064700192, 4.233828078329982, 0.0142, 0.0142, 0.0
24.552221989252548, 47.804188600734264, 23.84365057788041, 0.0142, 0.0142, 0.0
5.06423599822042, 0.07654743940388609, 2.574888433147552, 0.0142, 0.0142, 0.0
7.062172186167732, 13.077366026348058, 6.944379287574662, 0.0142, 0.0142, 0.0
15.686029469312759, 1.9138275637600335, 9.279257210286485, 0.0142, 0.0142, 0.0
5.671979738829731, 10.378568325104213, 3.282969147250507, 0.0142, 0.0142, 0.0
11.778409036180314, 8.315464485525672, 4.382843030138136, 0.0142, 0.0142, 0.0
9.499916599380452, 33.42913884544822, 8.226237289338618, 0.0142, 0.0142, 0.0
6.620205782275007, 50.209504638558904, 4.236009041810056, 0.0142, 0.0142, 0.0
6.332483917364103, 1.6869529743763823, 2.331705577433652, 0.0142, 0.0142, 0.0
6.328585254136043, 6.610939039281697, 1.2925561212260168, 0.0142, 0.0142, 0.0
7.419705456724743, 0.040248449700323555, 5.81453799732424, 0.0142, 0.0142, 0.0
8.834822282520605, 26.210218669176854, 8.300094298800042, 0.0142, 0.0142, 0.0
26.032233742809613, 0.4829937460734046, 16.805620457719225, 0.0142, 0.0142, 0.0
6.406742063194219, 0.23823435770356105, 3.5151675004347016, 0.0142, 0.0142, 0.0
13.683268971655423, 15.790299424312618, 7.5364463668455866, 0.0142, 0.0142, 0.0
5.868611923496615, 0.24349332030434542, 3.402471198434409, 0.0142, 0.0142, 0.0
11.10188275628017, 82.68049624371744, 10.288094417387097, 0.0142, 0.0142, 0.0
14.661913127780949, 13.80750425764898, 5.637684067065334, 0.0142, 0.0142, 0.0
7.219779073991456, 40.18650646302437, 5.187551680647855, 0.0142, 0.0142, 0.0
16.325152354202483, 46.02006627243644, 10.683610364408532, 0.0142, 0.0142, 0.0
5.380083646906897, 0.26393168099607384, 2.440575655594671, 0.0142, 0.0142, 0.0
5.8548519435245705, 0.31073121760286104, 2.3388568307528903, 0.0142, 0.0142, 0.0
8.583307345064826, 0.33007741906907095, 5.652882570985288, 0.0142, 0.0142, 0.0
8.243414671098938, 0.7828155515628031, 5.826576217053146, 0.0142, 0.0142, 0.0
7.01125411830356, 6.340910437102323, 4.104415450441152, 0.0142, 0.0142, 0.0
6.645840124178476, 2.7317324447375824, 4.9387196872103365, 0.0142, 0.0142, 0.0
5.6530462511835085, 0.15705996258313765, 5.629191522371193, 0.0142, 0.0142, 0.0
5.498961537671181, 0.36260459216357155, 3.2032117654904257, 0.0142, 0.0142, 0.0
7.98498299406832, 1.2522687310507952, 7.033338088840219, 0.0142, 0.0142, 0.0
5.70508080928345, 1.4170958209459186, 4.189743934700875, 0.0142, 0.0142, 0.0
5.877789054733584, 13.819978800246805, 2.9017221717589035, 0.0142, 0.0142, 0.0
7.765782714998174, 0.46758560119044684, 2.893948487860117, 0.0142, 0.0142, 0.0
11.204879232951548, 18.84035519234036, 6.846338642465608, 0.0142, 0.0142, 0.0
6.41834998164028, 0.14007078491413, 5.4125644008577956, 0.0142, 0.0142, 0.0
7.883425444216196, 0.08521691403131008, 5.781171318953447, 0.0142, 0.0142, 0.0
10.035596055317763, 16.790601631976667, 3.0970329228326796, 0.0142, 0.0142, 0.0
11.785771374570214, 4.24873424281241, 10.075006608754343, 0.0142, 0.0142, 0.0
6.783842878607838, 4.2938289468465385, 3.035796494020192, 0.0142, 0.0142, 0.0
12.347021220126313, 0.9122558137780117, 9.179356185069652, 0.0142, 0.0142, 0.0
5.653190448037387, 69.58055028389806, 2.782060557615445, 0.0142, 0.0142, 0.0
7.361188853954762, 0.6217461991360563, 1.6491218468989992, 0.0142, 0.0142, 0.0
10.573625401700543, 0.05314129332746498, 8.478519714857889, 0.0142, 0.0142, 0.0
35.25901688315395, 7.767036162126361, 23.5735609666108, 0.0142, 0.0142, 0.0
7.5163772788552485, 0.034175427695914855, 3.355448311519171, 0.0142, 0.0142, 0.0
24.065742928229877, 79.34614616458505, 9.451758344693939, 0.0142, 0.0142, 0.0
6.0519330421177004, 7.710374227048486, 2.7020423827967894, 0.0142, 0.0142, 0.0
5.939018138743704, 0.09647654558714336, 3.814973930704946, 0.0142, 0.0142, 0.0
5.061269741375638, 0.3306982554041607, 2.29190168129832, 0.0142, 0.0142, 0.0
10.131193482041436, 9.990824354198953, 7.470857359854839, 0.0142, 0.0142, 0.0
7.584902719769035, 7.240540313795495, 6.203470439853407, 0.0142, 0.0142, 0.0
5.670891748860793, 10.998123058154293, 2.536114658878326, 0.0142, 0.0142, 0.0
27.064674922968152, 0.7673363787905453, 12.352799914175412, 0.0142, 0.0142, 0.0
6.526842374541078, 10.46047281852875, 2.607181532355746, 0.0142, 0.0142, 0.0
5.082204958504565, 5.34202721643872, 2.8390884746492615, 0.0142, 0.0142, 0.0
9.874386969887267, 0.6949254347749046, 3.049286480014446, 0.0142, 0.0142, 0.0
8.124142391049256, 12.372962569802743, 7.982628715594036, 0.0142, 0.0142, 0.0
22.84440650337861, 0.28340532653901646, 7.776662004337672, 0.0142, 0.0142, 0.0
15.150705303550753, 0.05498627359994922, 7.124035106419222, 0.0142, 0.0142, 0.0
8.295725731082907, 0.5137107810364384, 6.112231648845089, 0.0142, 0.0142, 0.0
5.440433253532593, 1.0961365532979477, 3.830266638872722, 0.0142, 0.0142, 0.0
7.105753034420428, 0.7179788926823806, 4.788651077620541, 0.0142, 0.0142, 0.0
10.159917393014947, 2.6836029056976156, 4.124387313328537, 0.0142, 0.0142, 0.0
5.495836689317311, 3.603019810983859, 4.966516178959556, 0.0142, 0.0142, 0.0
35.584768247559225, 31.109534651240107, 13.344518103070278, 0.0142, 0.0142, 0.0
5.38105941938316, 0.17564400097729307, 3.3077584977759775, 0.0142, 0.0142, 0.0
8.498925514111223, 0.12082898279074035, 6.822123467545854, 0.0142, 0.0142, 0.0
5.991752722196248, 9.4506573365783, 3.9318565960229326, 0.0142, 0.0142, 0.0
6.792535990380887, 0.8667339904134723, 4.594472422326827, 0.0142, 0.0142, 0.0
9.35253426661005, 0.18482961396044698, 8.628752172297224, 0.0142, 0.0142, 0.0
6.035962145986415, 47.30236376908044, 1.8128040054103154, 0.0142, 0.0142, 0.0
24.86442721137955, 0.28543606452194653, 21.52955478004688, 0.0142, 0.0142, 0.0
5.121569259789011, 5.498822612936397, 2.5511905244228075, 0.0142, 0.0142, 0.0
25.209379111714078, 2.640435473352111, 15.399875316270407, 0.0142, 0.0142, 0.0
11.786983084095283, 23.00941158476611, 11.70832357443701, 0.0142, 0.0142, 0.0
12.957837383470752, 3.3683340365945846, 12.668786092984794, 0.0142, 0.0142, 0.0
12.533526638463323, 0.8416813089385886, 8.95720069104625, 0.0142, 0.0142, 0.0
5.357900921630901, 22.4184136427867, 5.255647451492431, 0.0142, 0.0142, 0.0
12.483807679712447, 0.1498230542862697, 11.682349923705761, 0.0142, 0.0142, 0.0
10.823162695286685, 4.410416073050216, 10.752319596783874, 0.0142, 0.0142, 0.0
6.7742426335019195, 5.143166266389056, 3.498664673934856, 0.0142, 0.0142, 0.0
21.0587213145149, 23.378845138300328, 13.221475616946979, 0.0142, 0.0142, 0.0
6.267377504381796, 4.552685683415628, 5.16897790192997, 0.0142, 0.0142, 0.0
8.007853883228114, 11.915017615001009, 3.0244441698994455, 0.0142, 0.0142, 0.0
5.002394157999494, 24.1096581087695, 1.6898233175302375, 0.0142, 0.0142, 0.0
23.539439646988395, 9.978637376645972, 12.564502998288935, 0.0142, 0.0142, 0.0
5.104060694226084, 0.043175511301260426, 4.127668081578136, 0.0142, 0.0142, 0.0
20.288704723370035, 22.097610690627935, 16.732842124582756, 0.0142, 0.0142, 0.0
24.047822640015063, 45.260830228596205, 17.593029200373152, 0.0142, 0.0142, 0.0
7.49280854089855, 5.804073827130221, 6.600915768649303, 0.0142, 0.0142, 0.0
6.643003401862525, 32.19657132234698, 3.1298968764358346, 0.0142, 0.0142, 0.0
14.76093747105861, 3.0782336823239427, 7.802887729438699, 0.0142, 0.0142, 0.0
9.138111735498955, 7.668234690284578, 2.095012384831679, 0.0142, 0.0142, 0.0
9.815421199857306, 15.000124536364828, 7.459834307902365, 0.0142, 0.0142, 0.0
9.866796415340614, 0.12498333245068022, 4.545714505259022, 0.0142, 0.0142, 0.0
9.811191058529733, 6.608931039603839, 6.299892589356478, 0.0142, 0.0142, 0.0
6.9906782331930994, 2.7041877736918702, 1.651973988747177, 0.0142, 0.0142, 0.0
5.131443590712133, 1.2111762230525953, 4.230078622394324, 0.0142, 0.0142, 0.0
5.060503194856567, 0.07918118900236584, 2.008975457776501, 0.0142, 0.0142, 0.0
10.652463820161426, 12.615183397388329, 7.378659328816699, 0.0142, 0.0142, 0.0
30.98160047197789, 0.23226478308202334, 9.835127483415926, 0.0142, 0.0142, 0.0
6.887609662634161, 0.229262431080361, 2.9947172817088257, 0.0142, 0.0142, 0.0
5.703494898752108, 0.028857007620896012, 2.4873469312997654, 0.0142, 0.0142, 0.0
8.057803144432832, 0.060328127266763634, 6.20616696594393, 0.0142, 0.0142, 0.0
5.107104208325496, 96.8014040530612, 3.175051041621696, 0.0142, 0.0142, 0.0
10.632778141099495, 1.002207674660254, 9.733653592834294, 0.0142, 0.0142, 0.0
9.621269930449335, 0.07585082770371067, 2.825370642240245, 0.0142, 0.0142, 0.0
9.983119891651837, 54.866694916211024, 3.2489277198659763, 0.0142, 0.0142, 0.0
9.378396878729736, 8.325049715679292, 9.335696865760644, 0.0142, 0.0142, 0.0
